Food,Sugar,Carbs,Calories,Fiber,Protein,Fat,Sodium,Risk_Score,Label
caesar dressing low calorie,2.4,2.8,17.0,0.053,0.028,0.7,0.2,9.675790000000001,Moderate
sweet sour dressing,0.6,0.6,2.0,0.0,0.082,0.0,0.065,2.4008299999999996,Recommended
mayonnaise imitation fat free,1.6,2.5,13.0,0.3,0.043,0.4,0.1,5.240875000000001,Recommended
sofrito,0.0,11.2,488.0,3.5,26.4,37.5,2.4,-3.5811600000000023,Highly Recommended
turkey gravy instant,0.5,3.9,27.0,0.3,0.8,1.0,0.3,3.383795,Recommended
teriyaki sauce,2.5,2.8,16.0,0.016,1.1,0.015,0.7,10.20327,Moderate
tomato sauce,8.7,13.0,59.0,3.7,2.9,0.7,0.083,13.535879999999995,Moderate
barbecue sauce kraft,5.2,6.5,28.0,0.032,0.1,0.053,0.2,21.90955,Moderate
cranberry sauce sweetened,105.0,107.8,418.0,2.8,0.6,0.4,0.076,409.63076,Avoid
coleslaw dressing,3.2,3.8,62.0,0.024,0.1,5.3,0.1,13.534540000000002,Moderate
onion gravy dry,0.0,16.2,77.0,1.4,2.2,0.7,1.0,9.43211,Moderate
corn syrup light,16.9,16.9,62.0,0.0,0.0,0.09,0.065,67.76231999999997,Avoid
bacon tomato dressing,0.3,0.3,49.0,0.04,0.3,5.3,0.1,1.190205,Highly Recommended
pancake syrup,8.4,13.9,53.0,0.0,0.0,0.075,0.064,39.214895,Moderate
balsamic vinegar,2.4,2.7,14.0,0.0,0.041,0.0,0.071,9.906379999999999,Moderate
ranch dressing reduced fat,0.6,3.2,29.0,0.2,0.2,1.9,0.2,3.7209199999999996,Recommended
barbecue sauce mcdonalds,9.6,10.3,46.0,0.4,0.4,0.3,0.3,36.40907,Moderate
vinegar oil dressing,0.4,0.4,72.0,0.0,0.0,8.0,0.076,2.0050800000000004,Recommended
poppyseed dressing,3.9,4.0,66.0,0.03,0.2,5.5,0.1,15.8071,Moderate
honey mustard dressing,2.4,3.5,70.0,0.057,0.1,6.1,0.019,10.64579,Moderate
french dressing fat free,2.6,5.1,21.0,0.4,0.01,0.024,0.1,10.138264999999999,Moderate
vinegar,0.063,0.089,3.0,0.0,0.0,0.0,0.024,0.27828005000000006,Highly Recommended
spray dressing,1.1,1.3,13.0,0.075,0.07,0.9,0.012,4.126405,Recommended
honey mustard dressing fat free,2.7,5.8,25.0,0.2,0.2,0.2,0.2,12.543750000000001,Moderate
mushroom gravy,0.0,13.0,119.0,1.0,3.0,6.4,1.4,8.566049999999999,Moderate
white sauce,11.0,22.9,368.0,0.5,9.6,26.6,0.9,55.028079999999996,Avoid
marinara pasta sauce,14.5,19.9,129.0,4.8,3.7,3.9,1.1,30.631064999999996,Moderate
tomato sauce with mushrooms,14.1,20.7,86.0,3.7,3.6,0.3,1.1,37.57803,Moderate
pork gravy powder,1.7,4.3,25.0,0.2,0.6,0.6,0.4,8.060124999999998,Moderate
beef gravy,0.5,11.2,123.0,0.9,8.7,5.5,1.5,7.721640000000001,Recommended
green goddess dressing,1.0,1.1,64.0,0.094,0.3,6.5,0.1,3.7832600000000007,Recommended
salsa con queso,4.9,27.9,358.0,1.8,7.9,23.8,2.0,32.79823,Moderate
cocktail sauce,1.8,4.2,19.0,0.3,0.2,0.2,0.2,7.53897,Recommended
worcestershire sauce,1.7,3.3,13.0,0.0,0.0,0.0,0.2,8.408434999999999,Moderate
barbecue sauce,5.7,6.9,29.0,0.2,0.1,0.1,0.2,22.647014999999996,Moderate
tomato sauce with onions,0.0,24.4,103.0,4.4,3.8,0.5,1.3,2.8149799999999985,Recommended
brown gravy dry,0.0,3.6,22.0,0.1,0.6,0.6,0.3,3.14488,Recommended
blue cheese dressing light,0.6,2.1,14.0,0.0,0.3,0.4,0.2,3.9264099999999997,Recommended
spanish tomato sauce,0.0,17.7,81.0,3.4,3.5,0.7,1.2,0.9620549999999994,Highly Recommended
oyster sauce,0.0,2.0,9.0,0.024,0.2,0.066,0.5,1.8909999999999998,Highly Recommended
cheese sauce,0.033,0.8,30.0,0.071,1.5,2.2,0.002,0.5932700000000002,Highly Recommended
hoisin sauce,4.4,7.1,35.0,0.4,0.5,0.5,0.3,17.585275,Moderate
pickle relish,4.4,5.3,20.0,0.2,0.097,0.061,0.1,17.12995,Moderate
tomato sauce with herbs cheese,0.0,25.0,144.0,5.4,5.2,4.7,1.3,-1.2119999999999997,Highly Recommended
french dressing,2.6,2.5,73.0,0.0,0.1,7.2,0.1,10.688374999999999,Moderate
mayonnaise hellmanns,0.2,0.087,15.0,0.0,0.0,1.7,0.0,0.7721957500000001,Highly Recommended
canadian maple syrup,17.0,19.1,76.0,0.0,0.0,0.0,0.086,70.3186,Avoid
maple syrup,13.6,13.4,52.0,0.0,0.09,0.047,0.059,54.30746,Avoid
barbecue sauce bulls eye,5.6,6.4,27.0,0.2,0.1,0.1,0.2,21.842919999999996,Moderate
ranch dressing,0.7,0.9,65.0,0.0,0.2,6.7,0.1,3.3447749999999994,Recommended
tomato ketchup mp,0.0,0.2,15.0,0.0,0.0,0.0,0.0,0.20045000000000002,Highly Recommended
mayonnaise light,0.5,1.4,36.0,0.0,0.032,3.3,0.1,3.0735599999999996,Recommended
mayonnaise dressing,0.093,0.066,103.0,0.0,0.0,11.7,0.081,0.9318297,Highly Recommended
malt syrup,15.0,15.0,67.0,0.0,1.3,0.0,0.05,60.151250000000005,Avoid
gravy dry,0.0,14.5,86.0,0.0,3.3,2.0,1.4,14.801049999999998,Moderate
cranberry orange relish,0.0,127.1,490.0,0.0,0.8,0.3,0.063,134.46562999999998,Avoid
caesar dressing,0.4,0.5,80.0,0.036,0.3,8.5,0.2,1.8827999999999998,Highly Recommended
italian dressing,1.6,1.8,35.0,0.0,0.032,3.1,0.1,6.765450000000001,Recommended
brown gravy instant,0.6,4.0,25.0,0.2,0.6,0.8,0.3,4.468,Recommended
roquefort cheese dressing,0.4,0.4,15.0,0.0,0.8,1.1,0.1,1.6568999999999998,Highly Recommended
blue cheese dressing,0.5,0.7,71.0,0.045,0.2,7.7,0.2,2.281705,Recommended
duck sauce,9.9,19.7,80.0,0.2,0.1,0.063,0.1,48.250550000000004,Avoid
au jus,0.0,5.9,38.0,0.0,2.8,0.5,1.1,5.96963,Recommended
corn syrup dark,15.5,15.5,57.0,0.0,0.0,0.0,0.047,62.132995,Avoid
buttermilk dressing light,0.6,3.2,30.0,0.2,0.2,1.9,0.2,3.7214,Recommended
cider vinegar,0.018,0.1,3.0,0.0,0.0,0.0,0.011,0.154155,Highly Recommended
tartar sauce,0.6,2.0,32.0,0.078,0.2,2.5,0.1,3.3935,Recommended
pepper hot sauce,0.065,0.031,1.0,0.071,0.024,0.018,0.1,-0.21384535,Highly Recommended
tomato chili sauce,0.6,1.2,6.0,0.4,0.2,0.095,0.083,0.22665999999999986,Highly Recommended
turkey gravy dry,0.0,4.6,26.0,0.0,0.7,0.5,0.3,4.64594,Recommended
salsa sauce,0.7,1.2,5.0,0.3,0.3,0.039,0.1,1.21885,Highly Recommended
steak sauce,1.7,3.7,16.0,0.3,0.2,0.004,0.3,6.727080000000001,Recommended
molasses,14.9,14.9,58.0,0.0,0.0,0.068,0.007,59.7331,Avoid
italian dressing fat free,1.2,1.2,7.0,0.077,0.1,0.1,0.2,4.27311,Recommended
plum sauce,0.0,8.1,35.0,0.1,0.2,0.2,0.1,7.653524999999998,Recommended
chow mein stir fry master foods,0.0,0.0,26.0,0.0,0.0,0.2,0.0,0.010000000000000002,Highly Recommended
beef gravy instant,1.6,4.1,25.0,0.3,0.7,0.6,0.3,6.8633750000000004,Recommended
horseradish,0.4,0.6,2.0,0.2,0.003,0.085,0.039,0.4148200000000002,Highly Recommended
grenadine,9.3,13.4,54.0,0.0,0.0,0.0,0.038,41.40892,Moderate
tabasco sauce,0.067,0.006,1.0,0.013,0.045,0.002,0.075,0.12450090000000003,Highly Recommended
sweet sour sauce,3.3,6.7,26.0,0.065,0.02,0.084,0.024,16.178819999999998,Moderate
salsa verde,0.5,1.0,6.0,0.3,0.2,0.1,0.034,0.42123999999999984,Highly Recommended
miso,1.2,5.1,40.0,1.1,2.6,1.2,0.7,1.1525999999999978,Highly Recommended
sprouted soybean cooked,0.4,6.1,76.0,0.8,8.0,4.2,0.2,2.8015399999999993,Recommended
soy flour roasted,6.5,28.6,375.0,8.2,29.6,18.6,0.083,-3.035419999999995,Highly Recommended
soy flour low fat,9.3,30.7,330.0,14.1,40.0,7.8,0.085,-28.124499999999998,Highly Recommended
green soybean cooked,0.0,9.9,127.0,3.8,11.1,5.8,0.2,-8.619404999999999,Highly Recommended
azumaya tofu vitasoy,1.6,9.1,316.0,2.4,32.8,16.6,0.03,0.04163999999999923,Highly Recommended
soy proteins isolate,0.0,2.1,96.0,1.6,22.8,1.0,0.3,-5.81676,Highly Recommended
tofu yogurt,3.2,41.8,246.0,0.5,9.2,4.7,0.03,49.70272,Avoid
bacon meatless,0.0,9.1,446.0,3.7,15.4,42.5,2.1,-6.6452100000000005,Highly Recommended
meatless chicken fried,0.0,11.1,304.0,5.6,27.7,16.6,0.5,-15.55884,Highly Recommended
soymilk,6.1,8.4,109.0,1.0,7.1,4.8,0.1,20.12834,Moderate
soy vermicelli,24.4,115.2,463.0,5.5,0.1,0.1,0.032,157.12532,Avoid
tofu fried,0.4,1.2,35.0,0.5,2.4,2.6,0.021,-0.74349,Highly Recommended
tempeh,0.0,15.6,320.0,0.0,30.8,17.9,0.068,17.24448,Moderate
koyadofu,0.0,1.7,81.0,1.2,8.9,5.2,0.081,-4.018535,Highly Recommended
meatless meatloaf,0.7,4.5,110.0,2.6,11.8,5.0,0.3,-7.43775,Highly Recommended
soya vanille joghurt alpro,0.09,1.0,21.0,0.0,0.3,0.6,0.0,1.30315,Highly Recommended
soybean curd cheese,3.6,15.5,340.0,0.0,28.1,18.2,0.094,28.001440000000002,Moderate
soy sauce,0.097,0.8,8.0,0.1,1.3,0.054,0.9,0.41451000000000005,Highly Recommended
soybean dry roasted,0.0,30.4,419.0,7.5,36.8,20.1,0.077,-4.183590000000002,Highly Recommended
soybean oil,0.0,0.0,120.0,0.0,0.0,13.6,0.0,0.68,Highly Recommended
meatless chicken,0.0,6.1,376.0,6.0,39.7,21.4,1.2,-22.47396,Highly Recommended
soybean cooked,5.2,17.1,296.0,10.3,28.6,15.4,0.075,-27.410010000000003,Highly Recommended
soymilk nonfat,8.9,10.1,68.0,0.5,6.0,0.046,0.1,33.43132,Moderate
soy flour,0.4,1.8,23.0,0.5,1.8,1.1,0.023,-0.2185600000000001,Highly Recommended
soybean lecithin oil,0.0,0.0,104.0,0.0,0.0,13.6,0.0,0.68,Highly Recommended
tofu raw,0.0,4.7,188.0,0.7,20.0,11.9,0.06,1.92814,Highly Recommended
soy chips,0.5,15.0,109.0,1.0,7.5,2.1,0.2,10.877250000000002,Moderate
green soybean raw,0.0,28.3,376.0,10.8,33.2,17.4,0.017,-23.233710000000002,Highly Recommended
soy proteins concentrate,0.0,7.2,93.0,1.6,18.0,0.1,0.3,-0.6915600000000008,Highly Recommended
soybean margarine,0.0,0.043,34.0,0.0,0.052,3.8,0.005,0.23326929999999998,Highly Recommended
chocolate soymilk nonfat,8.9,20.7,107.0,0.5,6.0,0.046,0.1,44.26053499999999,Moderate
okara,0.0,15.3,93.0,0.0,3.9,2.1,0.07,15.619135000000002,Moderate
meatless meatballs,1.8,11.5,284.0,6.6,30.2,13.0,0.8,-18.4621,Highly Recommended
vanilla soymilk,9.7,15.3,131.0,1.5,7.9,4.3,0.1,34.491645000000005,Moderate
soy meal raw,0.0,49.0,414.0,0.0,54.8,2.9,0.017,52.18807,Avoid
soymilk low fat,8.5,17.5,104.0,1.9,4.0,1.5,0.04,30.143400000000007,Moderate
sprouted soybean raw,0.0,6.7,85.0,0.8,9.2,4.7,0.005,3.0204750000000002,Recommended
soybean raw,13.6,56.1,830.0,17.3,67.9,37.1,0.023,-7.280320000000003,Highly Recommended
tempeh cooked,0.0,2.6,55.0,0.0,5.1,3.2,0.084,2.7822900000000006,Recommended
vanilla soymilk light,1.0,9.4,83.0,1.5,6.4,2.1,0.2,3.17403,Recommended
chocolate soymilk,19.1,24.2,153.0,1.0,5.5,3.7,0.1,75.29139,Avoid
soy oil,0.0,0.0,120.0,0.0,0.0,13.6,0.0,0.68,Highly Recommended
natto,3.9,11.5,169.0,4.3,14.2,8.8,0.026,-5.173215000000001,Highly Recommended
chrysanthemum raw,0.0,1.5,12.0,1.5,1.7,0.3,0.012,-5.98218,Highly Recommended
gourd cooked,9.2,25.5,100.0,5.2,1.2,0.6,0.065,17.37315,Moderate
cauliflower raw,0.2,0.6,3.0,0.3,0.2,0.081,0.042,-0.68526,Highly Recommended
red cabbage raw,6.5,12.5,53.0,3.6,2.4,0.3,0.079,7.095164999999996,Recommended
broccoli raab raw,0.2,1.1,9.0,1.1,1.3,0.2,0.04,-4.178115,Highly Recommended
napa cabbage cooked,0.0,2.4,13.0,0.0,1.2,0.2,0.012,2.4147999999999996,Recommended
kelp,0.069,0.5,2.0,0.018,0.07,0.067,0.019,0.58559,Highly Recommended
shallots raw,2.0,4.2,18.0,0.8,0.6,0.061,0.044,4.65483,Recommended
bamboo shoots raw,5.4,9.4,49.0,4.0,4.7,0.5,0.067,-2.1052399999999984,Highly Recommended
jute cooked,0.9,6.3,32.0,1.7,3.2,0.2,0.043,-1.2143300000000004,Highly Recommended
red lettuce,0.1,0.6,4.0,0.3,0.4,0.08,0.057,-0.7900699999999999,Highly Recommended
broccoli cooked,3.9,20.1,98.0,9.2,6.7,1.1,0.1,-21.453529999999997,Highly Recommended
romanesco raw,1.9,3.9,20.0,2.0,1.9,0.2,0.025,-4.083050000000001,Highly Recommended
eggplant raw,16.2,26.9,115.0,13.7,4.5,0.8,0.028,-19.21069500000001,Highly Recommended
leeks raw,3.5,12.6,54.0,1.6,1.3,0.3,0.003,12.09709,Moderate
lemongrass citronella,0.0,1.2,5.0,0.0,0.038,0.076,0.024,1.20494,Highly Recommended
pumpkin cooked,5.1,12.0,49.0,2.7,1.8,0.2,0.006,8.633260000000003,Moderate
celery cooked,0.9,1.5,7.0,0.6,0.3,0.098,0.093,0.03740500000000013,Highly Recommended
serrano pepper,0.2,0.4,2.0,0.2,0.1,0.075,0.067,-0.3854600000000001,Highly Recommended
nopales raw,1.0,2.9,14.0,1.9,1.1,0.063,0.076,-5.539999999999999,Highly Recommended
sweet potato leaves cooked,3.5,4.7,22.0,1.2,1.4,0.2,0.2,6.887510000000002,Recommended
eggplant cooked,3.2,8.1,33.0,2.5,0.8,0.2,0.2,0.3770950000000006,Highly Recommended
asparagus cooked,0.2,0.6,3.0,0.3,0.4,0.074,0.0,-0.6860299999999999,Highly Recommended
rutabaga cooked,9.5,16.4,72.0,4.3,2.2,0.4,0.049,15.212610000000009,Moderate
parsnips raw,8.2,30.6,128.0,8.3,2.0,0.5,0.068,-1.6768000000000072,Highly Recommended
sour pickles,1.6,3.5,17.0,1.9,0.5,0.3,1.9,-4.277075,Highly Recommended
turnip greens cooked,0.8,6.3,29.0,5.0,1.6,0.3,0.4,-17.813595,Highly Recommended
jerusalem artichokes,14.4,26.2,110.0,2.4,3.0,0.047,0.011,53.15475999999999,Avoid
collard raw,0.2,2.0,12.0,1.4,1.1,0.2,0.014,-4.77626,Highly Recommended
chrysanthemum cooked,2.0,4.3,20.0,2.3,1.6,0.036,0.042,-5.084879999999999,Highly Recommended
oriental radish dried,43.3,73.5,314.0,27.7,9.2,0.8,0.3,14.389849999999996,Moderate
tomatillos,5.2,7.7,42.0,2.5,1.3,1.3,0.019,6.038700000000002,Recommended
taro shoots raw,0.0,2.0,9.0,0.0,0.8,0.069,0.056,2.00671,Recommended
acorn squash raw,0.0,44.9,172.0,6.5,3.4,0.4,0.017,13.578589999999998,Moderate
leeks dried,0.0,2.4,10.0,0.3,0.5,0.026,0.077,0.9056700000000004,Highly Recommended
cabbage raw,9.0,16.2,70.0,7.0,3.6,0.3,0.006,-5.264839999999996,Highly Recommended
sweet red peppers cooked,3.2,4.5,19.0,0.9,0.7,0.1,0.2,7.864825,Recommended
sweet red peppers raw,6.3,9.0,46.0,3.1,1.5,0.4,0.092,6.43802,Recommended
cucumber peeled,1.8,2.9,16.0,0.9,0.8,0.2,0.098,2.0629400000000016,Recommended
purslane raw,0.0,1.5,9.0,0.0,0.9,0.2,0.066,1.512685,Highly Recommended
peas onions cooked,6.8,15.5,81.0,4.0,4.6,0.4,0.5,8.313324999999999,Moderate
tomato cooked,3.1,4.9,22.0,0.9,1.2,0.1,0.029,7.96646,Recommended
taro shoots cooked,0.0,4.5,20.0,0.0,1.0,0.1,0.3,4.5215,Recommended
scots kale raw,0.0,5.6,28.0,1.1,1.9,0.4,0.059,0.14410999999999952,Highly Recommended
artichoke raw,1.3,13.5,60.0,6.9,4.2,0.2,0.1,-19.502500000000005,Highly Recommended
navy bean sprouts raw,0.0,13.6,70.0,0.0,6.4,0.7,0.063,13.778429999999998,Moderate
sweet pickles,29.2,33.8,146.0,1.6,0.9,0.7,0.7,111.06222,Avoid
oriental radish cooked,2.7,5.0,25.0,2.4,1.0,0.4,0.4,-3.5372499999999993,Highly Recommended
sweet potato leaves raw,0.0,3.1,15.0,1.9,0.9,0.2,0.073,-6.382294999999999,Highly Recommended
irishmoss,0.098,0.6,2.0,0.082,0.037,0.049,0.084,0.32756999999999986,Highly Recommended
drumstick leaves cooked,0.4,4.7,25.0,0.8,2.2,0.4,0.1,1.1586249999999998,Highly Recommended
winter squash raw,2.6,10.0,39.0,1.7,1.1,0.2,0.027,6.053770000000001,Recommended
pumpkin raw,3.2,7.5,30.0,0.6,1.2,0.1,0.062,12.969370000000001,Moderate
chicory greens,0.2,1.4,7.0,1.2,0.5,0.096,0.017,-4.38356,Highly Recommended
spinach cooked,0.8,6.8,41.0,4.3,5.3,0.5,0.1,-13.79218,Highly Recommended
radish pickled,3.0,7.8,42.0,3.3,1.7,0.5,1.2,-5.4638599999999995,Highly Recommended
sweet onion,16.6,25.0,106.0,3.0,2.6,0.3,0.063,54.36313,Avoid
salsify cooked,3.9,20.7,92.0,4.2,3.7,0.2,0.028,4.09094,Recommended
radish seeds sprouted,0.0,1.4,16.0,0.0,1.4,1.0,0.067,1.45403,Highly Recommended
turnips raw,7.0,11.8,51.0,3.3,1.6,0.2,0.1,9.966270000000002,Moderate
burdock root raw,3.4,20.5,85.0,3.9,1.8,0.2,0.008,4.841455000000005,Recommended
red cabbage cooked,5.6,11.8,49.0,4.4,2.6,0.2,0.047,-1.882800000000005,Highly Recommended
jute raw,0.0,1.6,10.0,0.0,1.3,0.046,0.042,1.60512,Highly Recommended
hot chile pepper dried,0.2,0.3,2.0,0.1,0.054,0.054,0.041,0.20820000000000016,Highly Recommended
salsify raw,0.0,24.7,109.0,4.4,4.4,0.3,0.093,3.119774999999997,Recommended
crookneck squash raw,4.5,4.9,24.0,1.3,1.3,0.3,0.047,9.398110000000003,Moderate
indian squash cooked,4.7,7.6,38.0,3.5,0.7,0.4,0.0,-2.561680000000001,Highly Recommended
poi,0.9,65.4,269.0,1.0,0.9,0.3,0.091,63.99980000000001,Avoid
sesbania flower cooked,0.0,5.3,22.0,0.0,1.2,0.007,0.3,5.32084,Recommended
acorn squash cooked,0.0,29.9,115.0,9.0,2.3,0.3,0.5,-14.564225,Highly Recommended
cauliflower cooked,2.6,5.1,29.0,2.9,2.3,0.6,0.094,-6.616874999999999,Highly Recommended
crookneck squash cooked,4.5,6.8,34.0,2.0,1.9,0.7,0.4,6.473679999999998,Recommended
laver seaweed,0.071,0.1,1.0,0.09,0.2,0.012,0.075,-0.274085,Highly Recommended
mountain yam cooked,0.0,29.0,119.0,0.0,2.5,0.1,0.4,29.52665,Moderate
pumpkin flowers raw,0.0,1.1,5.0,0.0,0.3,0.084,0.066,1.1056850000000003,Highly Recommended
mustard greens raw,0.7,2.6,15.0,1.8,1.6,0.2,0.004,-5.64911,Highly Recommended
arrowhead,0.0,2.4,12.0,0.0,0.6,0.084,0.082,2.40934,Recommended
japanese cabbage,2.0,8.5,45.0,4.7,2.4,0.2,0.4,-12.828625000000002,Highly Recommended
mung bean sprouts cooked,3.5,4.5,24.0,1.0,2.5,0.1,0.3,8.074200000000001,Moderate
scallop squash cooked,2.7,5.9,29.0,3.4,1.9,0.3,0.4,-8.220335,Highly Recommended
pumpkin leaves cooked,0.5,2.4,15.0,1.9,1.9,0.2,0.2,-6.5576,Highly Recommended
hungarian pepper,1.0,1.8,8.0,0.3,0.2,0.1,0.028,2.7224399999999997,Recommended
sweet potato baked,7.4,23.6,103.0,3.8,2.3,0.2,0.07,19.765320000000006,Moderate
chinese cabbage pe tsai raw,1.1,2.5,12.0,0.9,0.9,0.2,0.049,-0.44000999999999957,Highly Recommended
taro raw,0.4,27.5,116.0,4.3,1.6,0.2,0.054,6.909040000000001,Recommended
yam bean jicama,2.3,11.5,49.0,6.4,0.9,0.1,0.047,-17.995005000000003,Highly Recommended
olives,0.0,0.5,10.0,0.1,0.09,0.9,0.001,0.04575999999999997,Highly Recommended
mustard greens cooked,2.0,6.3,36.0,2.8,3.6,0.7,0.4,-5.52698,Highly Recommended
pumpkin flowers cooked,3.2,4.4,20.0,1.2,1.5,0.1,0.082,5.67902,Recommended
tree fern cooked,0.0,15.3,57.0,5.3,0.4,0.096,0.3,-11.061385,Highly Recommended
yellow corn raw,1.1,123.3,606.0,12.1,15.6,7.9,0.06,73.44060000000002,Avoid
endive,0.1,1.7,9.0,1.6,0.6,0.1,0.08,-6.186905,Highly Recommended
wakame,0.5,7.3,36.0,0.4,2.4,0.5,0.7,6.091419999999999,Recommended
tahitian taro raw,0.0,8.6,55.0,0.0,3.5,1.2,0.003,8.73098,Moderate
broccoli raw,1.5,6.0,31.0,2.4,2.6,0.3,0.049,-4.38161,Highly Recommended
sweet green peppers raw,3.6,6.9,30.0,2.5,1.3,0.3,0.023,0.3712800000000023,Highly Recommended
chinese cabbage pak choi cooked,1.4,3.0,20.0,1.7,2.7,0.3,0.5,-4.001,Highly Recommended
agar,0.005,0.3,1.0,0.027,0.053,0.058,0.049,0.17368499999999998,Highly Recommended
watercress,0.099,0.4,4.0,0.2,0.8,0.006,0.038,-0.49513,Highly Recommended
beet greens cooked,0.9,7.9,39.0,4.2,3.7,0.3,0.3,-12.090785,Highly Recommended
winter squash cooked,6.8,18.1,76.0,5.7,1.8,0.7,0.068,-0.8729799999999983,Highly Recommended
new zealand spinach raw,0.2,1.4,8.0,0.8,0.8,0.1,0.017,-2.3831500000000005,Highly Recommended
okra,0.2,0.9,4.0,0.4,0.2,0.082,0.098,-0.8843800000000002,Highly Recommended
yautia tannier,0.0,31.9,132.0,2.0,2.0,0.5,0.031,22.556929999999998,Moderate
mustard spinach cooked,0.0,5.0,29.0,3.6,3.1,0.4,0.5,-12.95325,Highly Recommended
rhubarb cooked,68.9,74.9,278.0,4.8,0.9,0.1,0.007,251.36840000000007,Avoid
beets raw,9.2,13.0,58.0,3.8,2.2,0.2,0.1,14.314099999999996,Moderate
drumstick pods raw,0.0,8.5,37.0,3.2,2.1,0.2,0.077,-7.442055000000001,Highly Recommended
baby zucchini,0.0,0.3,2.0,0.1,0.3,0.089,0.041,-0.19505000000000003,Highly Recommended
onion raw,1.7,3.7,16.0,0.7,0.4,0.048,0.065,3.946930000000001,Recommended
romanesco cooked,0.0,7.7,39.0,4.0,3.7,0.4,0.3,-12.231955,Highly Recommended
butternut squash raw,4.4,23.4,90.0,4.0,2.0,0.2,0.067,9.126569999999997,Moderate
amaranth leaves,0.0,1.1,6.0,0.0,0.7,0.075,0.071,1.10545,Highly Recommended
turnip greens raw,0.4,3.9,18.0,1.8,0.8,0.2,0.012,-4.659350000000001,Highly Recommended
spaghetti squash raw,2.8,7.0,31.0,1.5,0.6,0.6,0.081,5.038359999999999,Recommended
seaweed dry,0.0,9.2,52.0,7.3,3.1,0.3,0.9,-27.20424,Highly Recommended
yam cooked,0.7,37.4,158.0,5.3,2.0,0.2,0.017,12.53155,Moderate
corn dried,6.0,18.8,119.0,5.8,4.1,3.0,0.029,-3.024130000000003,Highly Recommended
cucumber,2.5,5.4,23.0,0.8,1.0,0.2,0.061,7.369240000000002,Recommended
arrowroot,0.0,16.1,78.0,1.6,5.1,0.2,0.052,8.298890000000002,Moderate
cardoon raw,0.0,7.2,30.0,2.8,1.2,0.2,0.3,-6.754599999999999,Highly Recommended
bamboo shoots cooked,0.0,2.3,14.0,1.2,1.8,0.3,0.04,-3.6797700000000004,Highly Recommended
summer squash raw,5.7,8.7,42.0,2.9,3.1,0.5,0.051,5.725319999999995,Recommended
sweet potato raw,5.4,26.2,112.0,3.9,2.0,0.002,0.079,15.73605,Moderate
green tomato,7.3,9.3,42.0,2.0,2.2,0.4,0.055,17.37914,Moderate
beet greens raw,0.2,1.6,8.0,1.4,0.8,0.078,0.013,-5.184049999999999,Highly Recommended
savoy cabbage cooked,0.0,9.2,41.0,4.8,3.1,0.2,0.05,-14.73292,Highly Recommended
witloof chicory,0.0,2.1,9.0,1.6,0.5,0.031,0.022,-5.895395000000001,Highly Recommended
turnips cooked,4.7,7.9,34.0,3.1,1.1,0.1,0.017,0.5004600000000021,Highly Recommended
dried tomatoes,0.8,1.1,5.0,0.2,0.3,0.053,0.069,2.114165,Recommended
radicchio,0.4,2.9,15.0,0.6,0.9,0.2,0.033,0.33685499999999946,Highly Recommended
mixed vegetables cooked,5.7,23.8,118.0,8.0,5.2,0.3,0.089,-9.77785,Highly Recommended
yellow tomato,0.0,6.3,32.0,1.5,2.1,0.6,0.088,-1.1388799999999994,Highly Recommended
cardoon cooked,0.0,6.4,26.0,2.0,0.9,0.1,0.2,-3.56804,Highly Recommended
spinach raw,0.1,1.1,7.0,0.7,0.9,0.1,0.036,-2.2884849999999997,Highly Recommended
kale raw,0.2,0.9,7.0,0.9,0.6,0.3,0.045,-3.373605,Highly Recommended
drumstick pods cooked,0.0,9.7,42.0,5.0,2.5,0.2,0.3,-15.22589,Highly Recommended
kohlrabi raw,6.9,16.4,72.0,9.5,4.5,0.3,0.063,-23.66225,Highly Recommended
lentil sprouts,0.0,17.0,82.0,0.0,6.9,0.4,0.044,17.22954,Moderate
carrots raw,2.9,5.8,25.0,1.7,0.6,0.1,0.024,2.711990000000001,Recommended
red chili peppers,2.4,4.0,18.0,0.7,0.8,0.2,0.03,6.356099999999999,Recommended
fennel,0.0,17.1,73.0,7.3,2.9,0.5,0.1,-19.186754999999998,Highly Recommended
sweet corn white,2.4,13.9,63.0,2.0,2.4,0.9,0.016,7.376514999999998,Recommended
celeriac raw,2.5,14.4,66.0,2.8,2.3,0.5,0.2,3.1945600000000027,Recommended
hubbard squash raw,4.6,10.1,46.0,4.5,2.3,0.6,0.094,-7.274370000000003,Highly Recommended
brussels sprouts cooked,0.4,1.5,8.0,0.5,0.5,0.1,0.051,-0.5726900000000001,Highly Recommended
carrots cooked,1.6,3.8,16.0,1.4,0.3,0.092,0.025,-1.1160299999999985,Highly Recommended
lambs quarters raw,0.0,0.069,0.0,0.046,0.08,0.067,0.033,-0.15732,Highly Recommended
lotus root cooked,0.0,1.4,6.0,0.3,0.1,0.056,0.0,-0.09594000000000014,Highly Recommended
split peas raw,15.8,118.9,672.0,50.2,48.4,2.3,0.075,-105.31425000000003,Highly Recommended
scots kale cooked,0.0,7.3,36.0,0.0,2.5,0.5,0.4,7.3684199999999995,Recommended
corn cooked,4.7,21.6,99.0,2.5,3.5,1.5,0.039,18.72115,Moderate
radish raw,0.066,0.2,1.0,0.002,0.042,0.026,0.033,0.38576,Highly Recommended
stinging nettles,0.2,6.7,37.0,6.1,2.4,0.007,0.09,-23.551564999999997,Highly Recommended
